x,y,on_top,density
   1.00000,    0.05000,   1.02767E-01,   4.55124E-01
   1.00000,    0.10000,   1.00093E-01,   4.49197E-01
   1.00000,    0.15000,   9.58100E-02,   4.39534E-01
   1.00000,    0.20000,   9.01571E-02,   4.26447E-01
   1.00000,    0.25000,   8.34347E-02,   4.10340E-01
   1.00000,    0.30000,   7.59744E-02,   3.91690E-01
   1.00000,    0.35000,   6.81112E-02,   3.71016E-01
   1.00000,    0.40000,   6.01572E-02,   3.48855E-01
   1.00000,    0.45000,   5.23827E-02,   3.25731E-01
   1.00000,    0.50000,   4.50044E-02,   3.02139E-01
   1.00000,    0.55000,   3.81802E-02,   2.78528E-01
   1.00000,    0.60000,   3.20107E-02,   2.55286E-01
   1.00000,    0.65000,   2.65453E-02,   2.32736E-01
   1.00000,    0.70000,   2.17907E-02,   2.11136E-01
   1.00000,    0.75000,   1.77214E-02,   1.90678E-01
   1.00000,    0.80000,   1.42891E-02,   1.71493E-01
   1.00000,    0.85000,   1.14318E-02,   1.53661E-01
   1.00000,    0.90000,   9.08105E-03,   1.37215E-01
   1.00000,    0.95000,   7.16719E-03,   1.22154E-01
   1.00000,    1.00000,   5.62367E-03,   1.08444E-01
   1.00000,    1.05000,   4.38928E-03,   9.60338E-02
   1.00000,    1.10000,   3.40955E-03,   8.48537E-02
   1.00000,    1.15000,   2.63719E-03,   7.48255E-02
   1.00000,    1.20000,   2.03200E-03,   6.58654E-02
   1.00000,    1.25000,   1.56037E-03,   5.78872E-02
   1.00000,    1.30000,   1.19462E-03,   5.08054E-02
   1.00000,    1.35000,   9.12207E-04,   4.45366E-02
   1.00000,    1.40000,   6.94982E-04,   3.90011E-02
   1.00000,    1.45000,   5.28465E-04,   3.41238E-02
   1.00000,    1.50000,   4.01195E-04,   2.98346E-02
   1.00000,    1.55000,   3.04170E-04,   2.60688E-02
   1.00000,    1.60000,   2.30360E-04,   2.27671E-02
   1.00000,    1.65000,   1.74312E-04,   1.98758E-02
   1.00000,    1.70000,   1.31814E-04,   1.73463E-02
   1.00000,    1.75000,   9.96285E-05,   1.51351E-02
   1.00000,    1.80000,   7.52747E-05,   1.32033E-02
   1.00000,    1.85000,   5.68602E-05,   1.15164E-02
   1.00000,    1.90000,   4.29437E-05,   1.00440E-02
   1.00000,    1.95000,   3.24305E-05,   8.75914E-03
   1.00000,    2.00000,   2.44903E-05,   7.63820E-03
   1.05000,    0.00000,   7.28287E-02,   3.83569E-01
   1.05000,    0.05000,   7.22185E-02,   3.81971E-01
   1.05000,    0.10000,   7.04221E-02,   3.77227E-01
   1.05000,    0.15000,   6.75392E-02,   3.69484E-01
   1.05000,    0.20000,   6.37242E-02,   3.58981E-01
   1.05000,    0.25000,   5.91717E-02,   3.46028E-01
   1.05000,    0.30000,   5.40981E-02,   3.30992E-01
   1.05000,    0.35000,   4.87239E-02,   3.14275E-01
   1.05000,    0.40000,   4.32570E-02,   2.96294E-01
   1.05000,    0.45000,   3.78802E-02,   2.77463E-01
   1.05000,    0.50000,   3.27430E-02,   2.58174E-01
   1.05000,    0.55000,   2.79573E-02,   2.38787E-01
   1.05000,    0.60000,   2.35978E-02,   2.19617E-01
   1.05000,    0.65000,   1.97052E-02,   2.00931E-01
   1.05000,    0.70000,   1.62912E-02,   1.82946E-01
   1.05000,    0.75000,   1.33448E-02,   1.65827E-01
   1.05000,    0.80000,   1.08385E-02,   1.49693E-01
   1.05000,    0.85000,   8.73439E-03,   1.34621E-01
   1.05000,    0.90000,   6.98845E-03,   1.20652E-01
   1.05000,    0.95000,   5.55499E-03,   1.07794E-01
   1.05000,    1.00000,   4.38928E-03,   9.60338E-02
   1.05000,    1.05000,   3.44941E-03,   8.53367E-02
   1.05000,    1.10000,   2.69749E-03,   7.56555E-02
   1.05000,    1.15000,   2.10012E-03,   6.69327E-02
   1.05000,    1.20000,   1.62853E-03,   5.91052E-02
   1.05000,    1.25000,   1.25833E-03,   5.21065E-02
   1.05000,    1.30000,   9.69217E-04,   4.58691E-02
   1.05000,    1.35000,   7.44453E-04,   4.03265E-02
   1.05000,    1.40000,   5.70425E-04,   3.54140E-02
   1.05000,    1.45000,   4.36165E-04,   3.10699E-02
   1.05000,    1.50000,   3.32911E-04,   2.72364E-02
   1.05000,    1.55000,   2.53719E-04,   2.38592E-02
   1.05000,    1.60000,   1.93123E-04,   2.08887E-02
   1.05000,    1.65000,   1.46848E-04,   1.82791E-02
   1.05000,    1.70000,   1.11568E-04,   1.59890E-02
   1.05000,    1.75000,   8.47065E-05,   1.39812E-02
   1.05000,    1.80000,   6.42778E-05,   1.22221E-02
   1.05000,    1.85000,   4.87553E-05,   1.06819E-02
   1.05000,    1.90000,   3.69690E-05,   9.33395E-03
   1.05000,    1.95000,   2.80248E-05,   8.15477E-03
   1.05000,    2.00000,   2.12404E-05,   7.12358E-03
   1.10000,    0.00000,   5.11175E-02,   3.21854E-01
   1.10000,    0.05000,   5.07081E-02,   3.20575E-01
   1.10000,    0.10000,   4.95020E-02,   3.16776E-01
   1.10000,    0.15000,   4.75630E-02,   3.10570E-01
   1.10000,    0.20000,   4.49906E-02,   3.02139E-01
   1.10000,    0.25000,   4.19109E-02,   2.91721E-01
   1.10000,    0.30000,   3.84647E-02,   2.79598E-01
   1.10000,    0.35000,   3.47969E-02,   2.66082E-01
   1.10000,    0.40000,   3.10458E-02,   2.51498E-01
   1.10000,    0.45000,   2.73346E-02,   2.36170E-01
   1.10000,    0.50000,   2.37656E-02,   2.20409E-01
   1.10000,    0.55000,   2.04177E-02,   2.04503E-01
   1.10000,    0.60000,   1.73456E-02,   1.88707E-01
   1.10000,    0.65000,   1.45815E-02,   1.73240E-01
   1.10000,    0.70000,   1.21380E-02,   1.58283E-01
   1.10000,    0.75000,   1.00122E-02,   1.43979E-01
   1.10000,    0.80000,   8.18902E-03,   1.30433E-01
   1.10000,    0.85000,   6.64569E-03,   1.17716E-01
   1.10000,    0.90000,   5.35452E-03,   1.05873E-01
   1.10000,    0.95000,   4.28574E-03,   9.49197E-02
   1.10000,    1.00000,   3.40954E-03,   8.48537E-02
   1.10000,    1.05000,   2.69749E-03,   7.56555E-02
   1.10000,    1.10000,   2.12339E-03,   6.72932E-02
   1.10000,    1.15000,   1.66384E-03,   5.97260E-02
   1.10000,    1.20000,   1.29836E-03,   5.29068E-02
   1.10000,    1.25000,   1.00941E-03,   4.67846E-02
   1.10000,    1.30000,   7.82170E-04,   4.13069E-02
   1.10000,    1.35000,   6.04311E-04,   3.64207E-02
   1.10000,    1.40000,   4.65693E-04,   3.20739E-02
   1.10000,    1.45000,   3.58066E-04,   2.82163E-02
   1.10000,    1.50000,   2.74778E-04,   2.48002E-02
   1.10000,    1.55000,   2.10513E-04,   2.17806E-02
   1.10000,    1.60000,   1.61049E-04,   1.91158E-02
   1.10000,    1.65000,   1.23059E-04,   1.67674E-02
   1.10000,    1.70000,   9.39356E-05,   1.47002E-02
   1.10000,    1.75000,   7.16435E-05,   1.28823E-02
   1.10000,    1.80000,   5.46025E-05,   1.12851E-02
   1.10000,    1.85000,   4.15899E-05,   9.88280E-03
   1.10000,    1.90000,   3.16624E-05,   8.65229E-03
   1.10000,    1.95000,   2.40944E-05,   7.57314E-03
   1.10000,    2.00000,   1.83289E-05,   6.62717E-03
   1.15000,    0.00000,   3.58728E-02,   2.70151E-01
   1.15000,    0.05000,   3.55981E-02,   2.69126E-01
   1.15000,    0.10000,   3.47882E-02,   2.66082E-01
   1.15000,    0.15000,   3.34840E-02,   2.61104E-01
   1.15000,    0.20000,   3.17498E-02,   2.54332E-01
   1.15000,    0.25000,   2.96669E-02,   2.45948E-01
   1.15000,    0.30000,   2.73272E-02,   2.36170E-01
   1.15000,    0.35000,   2.48257E-02,   2.25239E-01
   1.15000,    0.40000,   2.22542E-02,   2.13408E-01
   1.15000,    0.45000,   1.96955E-02,   2.00931E-01
   1.15000,    0.50000,   1.72195E-02,   1.88056E-01
   1.15000,    0.55000,   1.48814E-02,   1.75010E-01
   1.15000,    0.60000,   1.27207E-02,   1.62000E-01
   1.15000,    0.65000,   1.07623E-02,   1.49206E-01
   1.15000,    0.70000,   9.01785E-03,   1.36779E-01
   1.15000,    0.75000,   7.48832E-03,   1.24838E-01
   1.15000,    0.80000,   6.16620E-03,   1.13478E-01
   1.15000,    0.85000,   5.03807E-03,   1.02764E-01
   1.15000,    0.90000,   4.08672E-03,   9.27391E-02
   1.15000,    0.95000,   3.29299E-03,   8.34246E-02
   1.15000,    1.00000,   2.63718E-03,   7.48255E-02
   1.15000,    1.05000,   2.10012E-03,   6.69327E-02
   1.15000,    1.10000,   1.66383E-03,   5.97260E-02
   1.15000,    1.15000,   1.31201E-03,   5.31769E-02
   1.15000,    1.20000,   1.03019E-03,   4.72507E-02
   1.15000,    1.25000,   8.05811E-04,   4.19091E-02
   1.15000,    1.30000,   6.28134E-04,   3.71112E-02
   1.15000,    1.35000,   4.88135E-04,   3.28152E-02
   1.15000,    1.40000,   3.78308E-04,   2.89795E-02
   1.15000,    1.45000,   2.92492E-04,   2.55632E-02
   1.15000,    1.50000,   2.25668E-04,   2.25274E-02
   1.15000,    1.55000,   1.73794E-04,   1.98349E-02
   1.15000,    1.60000,   1.33632E-04,   1.74510E-02
   1.15000,    1.65000,   1.02611E-04,   1.53433E-02
   1.15000,    1.70000,   7.86969E-05,   1.34824E-02
   1.15000,    1.75000,   6.02945E-05,   1.18410E-02
   1.15000,    1.80000,   4.61541E-05,   1.03947E-02
   1.15000,    1.85000,   3.53027E-05,   9.12137E-03
   1.15000,    1.90000,   2.69845E-05,   8.00110E-03
   1.15000,    1.95000,   2.06142E-05,   7.01615E-03
   1.15000,    2.00000,   1.57398E-05,   6.15068E-03
   1.20000,    0.00000,   2.51844E-02,   2.26878E-01
   1.20000,    0.05000,   2.50000E-02,   2.26057E-01
   1.20000,    0.10000,   2.44557E-02,   2.23614E-01
   1.20000,    0.15000,   2.35779E-02,   2.19617E-01
   1.20000,    0.20000,   2.24080E-02,   2.14172E-01
   1.20000,    0.25000,   2.09987E-02,   2.07418E-01
   1.20000,    0.30000,   1.94098E-02,   1.99525E-01
   1.20000,    0.35000,   1.77037E-02,   1.90678E-01
   1.20000,    0.40000,   1.59412E-02,   1.81075E-01
   1.20000,    0.45000,   1.41778E-02,   1.70915E-01
   1.20000,    0.50000,   1.24613E-02,   1.60394E-01
   1.20000,    0.55000,   1.08300E-02,   1.49693E-01
   1.20000,    0.60000,   9.31225E-03,   1.38979E-01
   1.20000,    0.65000,   7.92689E-03,   1.28399E-01
   1.20000,    0.70000,   6.68388E-03,   1.18078E-01
   1.20000,    0.75000,   5.58584E-03,   1.08119E-01
   1.20000,    0.80000,   4.62948E-03,   9.86004E-02
   1.20000,    0.85000,   3.80720E-03,   8.95833E-02
   1.20000,    0.90000,   3.10845E-03,   8.11082E-02
   1.20000,    0.95000,   2.52102E-03,   7.31990E-02
   1.20000,    1.00000,   2.03199E-03,   6.58654E-02
   1.20000,    1.05000,   1.62852E-03,   5.91052E-02
   1.20000,    1.10000,   1.29836E-03,   5.29068E-02
   1.20000,    1.15000,   1.03019E-03,   4.72507E-02
   1.20000,    1.20000,   8.13866E-04,   4.21122E-02
   1.20000,    1.25000,   6.40433E-04,   3.74624E-02
   1.20000,    1.30000,   5.02171E-04,   3.32700E-02
   1.20000,    1.35000,   3.92503E-04,   2.95021E-02
   1.20000,    1.40000,   3.05914E-04,   2.61257E-02
   1.20000,    1.45000,   2.37824E-04,   2.31079E-02
   1.20000,    1.50000,   1.84476E-04,   2.04169E-02
   1.20000,    1.55000,   1.42811E-04,   1.80221E-02
   1.20000,    1.60000,   1.10364E-04,   1.58948E-02
   1.20000,    1.65000,   8.51585E-05,   1.40081E-02
   1.20000,    1.70000,   6.56203E-05,   1.23370E-02
   1.20000,    1.75000,   5.05044E-05,   1.08588E-02
   1.20000,    1.80000,   3.88293E-05,   9.55244E-03
   1.20000,    1.85000,   2.98251E-05,   8.39917E-03
   1.20000,    1.90000,   2.28898E-05,   7.38187E-03
   1.20000,    1.95000,   1.75541E-05,   6.48519E-03
   1.20000,    2.00000,   1.34535E-05,   5.69538E-03
   1.25000,    0.00000,   1.76957E-02,   1.90678E-01
   1.25000,    0.05000,   1.75716E-02,   1.90018E-01
   1.25000,    0.10000,   1.72054E-02,   1.88056E-01
   1.25000,    0.15000,   1.66138E-02,   1.84841E-01
   1.25000,    0.20000,   1.58237E-02,   1.80457E-01
   1.25000,    0.25000,   1.48691E-02,   1.75010E-01
   1.25000,    0.30000,   1.37891E-02,   1.68630E-01
   1.25000,    0.35000,   1.26247E-02,   1.61462E-01
   1.25000,    0.40000,   1.14162E-02,   1.53661E-01
   1.25000,    0.45000,   1.02007E-02,   1.45382E-01
   1.25000,    0.50000,   9.01082E-03,   1.36779E-01
   1.25000,    0.55000,   7.87309E-03,   1.27998E-01
   1.25000,    0.60000,   6.80777E-03,   1.19173E-01
   1.25000,    0.65000,   5.82880E-03,   1.10424E-01
   1.25000,    0.70000,   4.94431E-03,   1.01854E-01
   1.25000,    0.75000,   4.15739E-03,   9.35495E-02
   1.25000,    0.80000,   3.46703E-03,   8.55796E-02
   1.25000,    0.85000,   2.86910E-03,   7.79971E-02
   1.25000,    0.90000,   2.35727E-03,   7.08400E-02
   1.25000,    0.95000,   1.92383E-03,   6.41325E-02
   1.25000,    1.00000,   1.56037E-03,   5.78872E-02
   1.25000,    1.05000,   1.25833E-03,   5.21065E-02
   1.25000,    1.10000,   1.00941E-03,   4.67846E-02
   1.25000,    1.15000,   8.05809E-04,   4.19091E-02
   1.25000,    1.20000,   6.40433E-04,   3.74624E-02
   1.25000,    1.25000,   5.06948E-04,   3.34233E-02
   1.25000,    1.30000,   3.99820E-04,   2.97678E-02
   1.25000,    1.35000,   3.14292E-04,   2.64704E-02
   1.25000,    1.40000,   2.46328E-04,   2.35050E-02
   1.25000,    1.45000,   1.92547E-04,   2.08452E-02
   1.25000,    1.50000,   1.50151E-04,   1.84653E-02
   1.25000,    1.55000,   1.16841E-04,   1.63403E-02
   1.25000,    1.60000,   9.07475E-05,   1.44464E-02
   1.25000,    1.65000,   7.03621E-05,   1.27614E-02
   1.25000,    1.70000,   5.44733E-05,   1.12644E-02
   1.25000,    1.75000,   4.21150E-05,   9.93619E-03
   1.25000,    1.80000,   3.25206E-05,   8.75914E-03
   1.25000,    1.85000,   2.50843E-05,   7.71713E-03
   1.25000,    1.90000,   1.93293E-05,   6.79557E-03
   1.25000,    1.95000,   1.48814E-05,   5.98123E-03
   1.25000,    2.00000,   1.14480E-05,   5.26223E-03
   1.30000,    0.00000,   1.24485E-02,   1.60394E-01
   1.30000,    0.05000,   1.23650E-02,   1.59863E-01
   1.30000,    0.10000,   1.21180E-02,   1.58283E-01
   1.30000,    0.15000,   1.17186E-02,   1.55694E-01
   1.30000,    0.20000,   1.11840E-02,   1.52157E-01
   1.30000,    0.25000,   1.05365E-02,   1.47757E-01
   1.30000,    0.30000,   9.80143E-03,   1.42593E-01
   1.30000,    0.35000,   9.00580E-03,   1.36779E-01
   1.30000,    0.40000,   8.17633E-03,   1.30433E-01
   1.30000,    0.45000,   7.33798E-03,   1.23679E-01
   1.30000,    0.50000,   6.51286E-03,   1.16639E-01
   1.30000,    0.55000,   5.71934E-03,   1.09428E-01
   1.30000,    0.60000,   4.97179E-03,   1.02156E-01
   1.30000,    0.65000,   4.28043E-03,   9.49197E-02
   1.30000,    0.70000,   3.65166E-03,   8.78038E-02
   1.30000,    0.75000,   3.08845E-03,   8.08810E-02
   1.30000,    0.80000,   2.59093E-03,   7.42104E-02
   1.30000,    0.85000,   2.15702E-03,   6.78385E-02
   1.30000,    0.90000,   1.78297E-03,   6.17996E-02
   1.30000,    0.95000,   1.46398E-03,   5.61174E-02
   1.30000,    1.00000,   1.19461E-03,   5.08054E-02
   1.30000,    1.05000,   9.69213E-04,   4.58691E-02
   1.30000,    1.10000,   7.82167E-04,   4.13069E-02
   1.30000,    1.15000,   6.28133E-04,   3.71112E-02
   1.30000,    1.20000,   5.02170E-04,   3.32700E-02
   1.30000,    1.25000,   3.99820E-04,   2.97678E-02
   1.30000,    1.30000,   3.17141E-04,   2.65866E-02
   1.30000,    1.35000,   2.50705E-04,   2.37066E-02
   1.30000,    1.40000,   1.97576E-04,   2.11075E-02
   1.30000,    1.45000,   1.55274E-04,   1.87680E-02
   1.30000,    1.50000,   1.21722E-04,   1.66676E-02
   1.30000,    1.55000,   9.52035E-05,   1.47859E-02
   1.30000,    1.60000,   7.43101E-05,   1.31035E-02
   1.30000,    1.65000,   5.78946E-05,   1.16019E-02
   1.30000,    1.70000,   4.50299E-05,   1.02638E-02
   1.30000,    1.75000,   3.49706E-05,   9.07313E-03
   1.30000,    1.80000,   2.71210E-05,   8.01493E-03
   1.30000,    1.85000,   2.10070E-05,   7.07559E-03
   1.30000,    1.90000,   1.62528E-05,   6.24266E-03
   1.30000,    1.95000,   1.25617E-05,   5.50481E-03
   1.30000,    2.00000,   9.69976E-06,   4.85179E-03
   1.35000,    0.00000,   8.76976E-03,   1.35049E-01
   1.35000,    0.05000,   8.71333E-03,   1.34621E-01
   1.35000,    0.10000,   8.54644E-03,   1.33347E-01
   1.35000,    0.15000,   8.27619E-03,   1.31257E-01
   1.35000,    0.20000,   7.91377E-03,   1.28399E-01
   1.35000,    0.25000,   7.47363E-03,   1.24838E-01
   1.35000,    0.30000,   6.97245E-03,   1.20652E-01
   1.35000,    0.35000,   6.42797E-03,   1.15927E-01
   1.35000,    0.40000,   5.85795E-03,   1.10758E-01
   1.35000,    0.45000,   5.27915E-03,   1.05242E-01
   1.35000,    0.50000,   4.70657E-03,   9.94748E-02
   1.35000,    0.55000,   4.15292E-03,   9.35495E-02
   1.35000,    0.60000,   3.62832E-03,   8.75531E-02
   1.35000,    0.65000,   3.14023E-03,   8.15651E-02
   1.35000,    0.70000,   2.69353E-03,   7.56555E-02
   1.35000,    0.75000,   2.29083E-03,   6.98848E-02
   1.35000,    0.80000,   1.93277E-03,   6.43033E-02
   1.35000,    0.85000,   1.61839E-03,   5.89513E-02
   1.35000,    0.90000,   1.34557E-03,   5.38595E-02
   1.35000,    0.95000,   1.11133E-03,   4.90500E-02
   1.35000,    1.00000,   9.12201E-04,   4.45366E-02
   1.35000,    1.05000,   7.44449E-04,   4.03265E-02
   1.35000,    1.10000,   6.04308E-04,   3.64207E-02
   1.35000,    1.15000,   4.88133E-04,   3.28152E-02
   1.35000,    1.20000,   3.92502E-04,   2.95021E-02
   1.35000,    1.25000,   3.14292E-04,   2.64704E-02
   1.35000,    1.30000,   2.50705E-04,   2.37066E-02
   1.35000,    1.35000,   1.99285E-04,   2.11957E-02
   1.35000,    1.40000,   1.57907E-04,   1.89217E-02
   1.35000,    1.45000,   1.24758E-04,   1.68678E-02
   1.35000,    1.50000,   9.83074E-05,   1.50176E-02
   1.35000,    1.55000,   7.72786E-05,   1.33547E-02
   1.35000,    1.60000,   6.06150E-05,   1.18630E-02
   1.35000,    1.65000,   4.74496E-05,   1.05276E-02
   1.35000,    1.70000,   3.70759E-05,   9.33395E-03
   1.35000,    1.75000,   2.89218E-05,   8.26872E-03
   1.35000,    1.80000,   2.25266E-05,   7.31939E-03
   1.35000,    1.85000,   1.75210E-05,   6.47442E-03
   1.35000,    1.90000,   1.36102E-05,   5.72324E-03
   1.35000,    1.95000,   1.05601E-05,   5.05615E-03
   1.35000,    2.00000,   8.18490E-06,   4.46436E-03
   1.40000,    0.00000,   6.18790E-03,   1.13824E-01
   1.40000,    0.05000,   6.14969E-03,   1.13478E-01
   1.40000,    0.10000,   6.03662E-03,   1.12449E-01
   1.40000,    0.15000,   5.85331E-03,   1.10758E-01
   1.40000,    0.20000,   5.60703E-03,   1.08444E-01
   1.40000,    0.25000,   5.30722E-03,   1.05557E-01
   1.40000,    0.30000,   4.96482E-03,   1.02156E-01
   1.40000,    0.35000,   4.59156E-03,   9.83110E-02
   1.40000,    0.40000,   4.19924E-03,   9.40946E-02
   1.40000,    0.45000,   3.79913E-03,   8.95833E-02
   1.40000,    0.50000,   3.40143E-03,   8.48537E-02
   1.40000,    0.55000,   3.01490E-03,   7.99798E-02
   1.40000,    0.60000,   2.64665E-03,   7.50319E-02
   1.40000,    0.65000,   2.30207E-03,   7.00746E-02
   1.40000,    0.70000,   1.98485E-03,   6.51654E-02
   1.40000,    0.75000,   1.69712E-03,   6.03548E-02
   1.40000,    0.80000,   1.43968E-03,   5.56853E-02
   1.40000,    0.85000,   1.21222E-03,   5.11915E-02
   1.40000,    0.90000,   1.01355E-03,   4.69006E-02
   1.40000,    0.95000,   8.41874E-04,   4.28326E-02
   1.40000,    1.00000,   6.94977E-04,   3.90011E-02
   1.40000,    1.05000,   5.70421E-04,   3.54140E-02
   1.40000,    1.10000,   4.65690E-04,   3.20739E-02
   1.40000,    1.15000,   3.78306E-04,   2.89795E-02
   1.40000,    1.20000,   3.05912E-04,   2.61257E-02
   1.40000,    1.25000,   2.46327E-04,   2.35050E-02
   1.40000,    1.30000,   1.97576E-04,   2.11075E-02
   1.40000,    1.35000,   1.57907E-04,   1.89217E-02
   1.40000,    1.40000,   1.25788E-04,   1.69352E-02
   1.40000,    1.45000,   9.99008E-05,   1.51351E-02
   1.40000,    1.50000,   7.91220E-05,   1.35081E-02
   1.40000,    1.55000,   6.25063E-05,   1.20410E-02
   1.40000,    1.60000,   4.92650E-05,   1.07209E-02
   1.40000,    1.65000,   3.87457E-05,   9.53542E-03
   1.40000,    1.70000,   3.04126E-05,   8.47270E-03
   1.40000,    1.75000,   2.38285E-05,   7.52157E-03
   1.40000,    1.80000,   1.86387E-05,   6.67159E-03
   1.40000,    1.85000,   1.45569E-05,   5.91305E-03
   1.40000,    1.90000,   1.13530E-05,   5.23698E-03
   1.40000,    1.95000,   8.84284E-06,   4.63514E-03
   1.40000,    2.00000,   6.87961E-06,   4.09996E-03
   1.45000,    0.00000,   4.37346E-03,   9.60338E-02
   1.45000,    0.05000,   4.34752E-03,   9.57537E-02
   1.45000,    0.10000,   4.27072E-03,   9.49197E-02
   1.45000,    0.15000,   4.14605E-03,   9.35495E-02
   1.45000,    0.20000,   3.97828E-03,   9.16721E-02
   1.45000,    0.25000,   3.77358E-03,   8.93264E-02
   1.45000,    0.30000,   3.53917E-03,   8.65594E-02
   1.45000,    0.35000,   3.28279E-03,   8.34246E-02
   1.45000,    0.40000,   3.01233E-03,   7.99798E-02
   1.45000,    0.45000,   2.73536E-03,   7.62854E-02
   1.45000,    0.50000,   2.45882E-03,   7.24021E-02
   1.45000,    0.55000,   2.18875E-03,   6.83892E-02
   1.45000,    0.60000,   1.93014E-03,   6.43033E-02
   1.45000,    0.65000,   1.68683E-03,   6.01969E-02
   1.45000,    0.70000,   1.46159E-03,   5.61174E-02
   1.45000,    0.75000,   1.25610E-03,   5.21065E-02
   1.45000,    0.80000,   1.07115E-03,   4.82001E-02
   1.45000,    0.85000,   9.06742E-04,   4.44277E-02
   1.45000,    0.90000,   7.62261E-04,   4.08131E-02
   1.45000,    0.95000,   6.36632E-04,   3.73742E-02
   1.45000,    1.00000,   5.28460E-04,   3.41238E-02
   1.45000,    1.05000,   4.36162E-04,   3.10699E-02
   1.45000,    1.10000,   3.58063E-04,   2.82163E-02
   1.45000,    1.15000,   2.92490E-04,   2.55632E-02
   1.45000,    1.20000,   2.37823E-04,   2.31079E-02
   1.45000,    1.25000,   1.92546E-04,   2.08452E-02
   1.45000,    1.30000,   1.55273E-04,   1.87680E-02
   1.45000,    1.35000,   1.24757E-04,   1.68678E-02
   1.45000,    1.40000,   9.99006E-05,   1.51351E-02
   1.45000,    1.45000,   7.97470E-05,   1.35597E-02
   1.45000,    1.50000,   6.34760E-05,   1.21312E-02
   1.45000,    1.55000,   5.03906E-05,   1.08389E-02
   1.45000,    1.60000,   3.99045E-05,   9.67260E-03
   1.45000,    1.65000,   3.15288E-05,   8.62205E-03
   1.45000,    1.70000,   2.48588E-05,   7.67754E-03
   1.45000,    1.75000,   1.95618E-05,   6.82985E-03
   1.45000,    1.80000,   1.53658E-05,   6.07024E-03
   1.45000,    1.85000,   1.20499E-05,   5.39059E-03
   1.45000,    1.90000,   9.43504E-06,   4.78331E-03
   1.45000,    1.95000,   7.37727E-06,   4.24139E-03
   1.45000,    2.00000,   5.76090E-06,   3.75839E-03
   1.50000,    0.00000,   3.09643E-03,   8.11082E-02
   1.50000,    0.05000,   3.07877E-03,   8.08810E-02
   1.50000,    0.10000,   3.02646E-03,   8.02039E-02
   1.50000,    0.15000,   2.94146E-03,   7.90910E-02
   1.50000,    0.20000,   2.82688E-03,   7.75648E-02
   1.50000,    0.25000,   2.68680E-03,   7.56555E-02
   1.50000,    0.30000,   2.52596E-03,   7.33999E-02
   1.50000,    0.35000,   2.34952E-03,   7.08400E-02
   1.50000,    0.40000,   2.16274E-03,   6.80214E-02
   1.50000,    0.45000,   1.97073E-03,   6.49919E-02
   1.50000,    0.50000,   1.77820E-03,   6.17996E-02
   1.50000,    0.55000,   1.58933E-03,   5.84923E-02
   1.50000,    0.60000,   1.40759E-03,   5.51156E-02
   1.50000,    0.65000,   1.23573E-03,   5.17119E-02
   1.50000,    0.70000,   1.07579E-03,   4.83204E-02
   1.50000,    0.75000,   9.29067E-04,   4.49755E-02
   1.50000,    0.80000,   7.96260E-04,   4.17072E-02
   1.50000,    0.85000,   6.77518E-04,   3.85407E-02
   1.50000,    0.90000,   5.72550E-04,   3.54966E-02
   1.50000,    0.95000,   4.80731E-04,   3.25906E-02
   1.50000,    1.00000,   4.01191E-04,   2.98346E-02
   1.50000,    1.05000,   3.32908E-04,   2.72364E-02
   1.50000,    1.10000,   2.74776E-04,   2.48002E-02
   1.50000,    1.15000,   2.25666E-04,   2.25274E-02
   1.50000,    1.20000,   1.84474E-04,   2.04169E-02
   1.50000,    1.25000,   1.50150E-04,   1.84653E-02
   1.50000,    1.30000,   1.21721E-04,   1.66676E-02
   1.50000,    1.35000,   9.83070E-05,   1.50176E-02
   1.50000,    1.40000,   7.91218E-05,   1.35081E-02
   1.50000,    1.45000,   6.34759E-05,   1.21312E-02
   1.50000,    1.50000,   5.07720E-05,   1.08786E-02
   1.50000,    1.55000,   4.04980E-05,   9.74207E-03
   1.50000,    1.60000,   3.22199E-05,   8.71316E-03
   1.50000,    1.65000,   2.55726E-05,   7.78365E-03
   1.50000,    1.70000,   2.02515E-05,   6.94559E-03
   1.50000,    1.75000,   1.60046E-05,   6.19136E-03
   1.50000,    1.80000,   1.26240E-05,   5.51372E-03
   1.50000,    1.85000,   9.93981E-06,   4.90584E-03
   1.50000,    1.90000,   7.81352E-06,   4.36136E-03
   1.50000,    1.95000,   6.13280E-06,   3.87432E-03
   1.50000,    2.00000,   4.80694E-06,   3.43923E-03
   1.55000,    0.00000,   2.19622E-03,   6.85739E-02
   1.55000,    0.05000,   2.18416E-03,   6.83892E-02
   1.55000,    0.10000,   2.14844E-03,   6.78385E-02
   1.55000,    0.15000,   2.09033E-03,   6.69327E-02
   1.55000,    0.20000,   2.01188E-03,   6.56895E-02
   1.55000,    0.25000,   1.91579E-03,   6.41325E-02
   1.55000,    0.30000,   1.80519E-03,   6.22907E-02
   1.55000,    0.35000,   1.68351E-03,   6.01969E-02
   1.55000,    0.40000,   1.55429E-03,   5.78872E-02
   1.55000,    0.45000,   1.42097E-03,   5.53995E-02
   1.55000,    0.50000,   1.28676E-03,   5.27724E-02
   1.55000,    0.55000,   1.15453E-03,   5.00438E-02
   1.55000,    0.60000,   1.02672E-03,   4.72507E-02
   1.55000,    0.65000,   9.05266E-04,   4.44277E-02
   1.55000,    0.70000,   7.91660E-04,   4.16067E-02
   1.55000,    0.75000,   6.86899E-04,   3.88162E-02
